name    condition
NPCs_Control_rep1.genome1   control_g1
NPCs_Control_rep2.genome1   control_g1
NPCs_Control_rep3.genome1   control_g1
NPCs_MSL2KO1_rep1.genome1   ko_g1
NPCs_MSL2KO1_rep2.genome1   ko_g1
NPCs_MSL2KO1_rep3.genome1   ko_g1
NPCs_MSL2KO2_rep1.genome1   ko_g1
NPCs_MSL2KO2_rep2.genome1   ko_g1
NPCs_MSL2KO2_rep3.genome1   ko_g1
