name	condition
KO1_6_NPCs_Rep1_R1_bismark_bt2_pe.CpG_report.txt	KO
KO1_6_NPCs_Rep2_R1_bismark_bt2_pe.CpG_report.txt	KO
KO2_16_NPCs_Rep1_R1_bismark_bt2_pe.CpG_report.txt	KO
KO2_16_NPCs_Rep2_R1_bismark_bt2_pe.CpG_report.txt	KO
WT_G4_NPCs_Rep1_R1_bismark_bt2_pe.CpG_report.txt	WT
WT_G4_NPCs_Rep2_R1_bismark_bt2_pe.CpG_report.txt	WT
WT_G4_NPCs_Rep3_R1_bismark_bt2_pe.CpG_report.txt	WT
WT_G4_NPCs_Rep4_R1_bismark_bt2_pe.CpG_report.txt	WT
